2019-03-01	fairy	210	88141
2019-04-01	normal	232	142305
2019-04-01	fire	185	87861
2019-04-01	water	167	70520
2019-04-01	electric	194	85852
2019-04-01	grass	175	91918
2019-04-01	ice	180	79580
2019-04-01	fighting	154	101174
2019-04-01	poison	188	105859
2019-04-01	ground	122	94698
2019-04-01	flying	209	118317
2019-04-01	psychic	198	94065
2019-04-01	bug	191	87503
2019-04-01	rock	163	89667
2019-04-01	ghost	167	66926
2019-04-01	dragon	164	93204
2019-04-01	dark	183	91355
2019-04-01	steel	164	83935
2019-04-01	fairy	188	108201
2019-05-01	normal	217	87319
2019-05-01	fire	203	78794
2019-05-01	water	222	119096
2019-05-01	electric	203	131603
2019-05-01	grass	212	102087
2019-05-01	ice	155	70549
2019-05-01	fighting	157	61670
2019-05-01	poison	190	83168
2019-05-01	ground	161	75733
2019-05-01	flying	211	111166
2019-05-01	psychic	173	69583
2019-05-01	bug	202	87615
2019-05-01	rock	172	84537
2019-05-01	ghost	174	112818
2019-05-01	dragon	157	75836
2019-05-01	dark	187	82662
2019-05-01	steel	155	83041
2019-05-01	fairy	205	67384
2019-06-01	normal	133	12564
2019-06-01	fire	143	15356
2019-06-01	water	119	13960
2019-06-01	electric	115	10228
2019-06-01	grass	121	15301
2019-06-01	ice	124	13991
2019-06-01	fighting	85	5352
2019-06-01	poison	111	13011
2019-06-01	ground	105	7937
2019-06-01	flying	128	9647
2019-06-01	psychic	114	9164
2019-06-01	bug	132	9970
2019-06-01	rock	122	14080
2019-06-01	ghost	122	11410
2019-06-01	dragon	94	13836
2019-06-01	dark	130	12155
2019-06-01	steel	101	8849
2019-06-01	fairy	119	9087
2019-07-01	normal	194	69028
2019-07-01	fire	221	78055
2019-07-01	water	214	90148
2019-07-01	electric	178	56541
2019-07-01	grass	229	98295
2019-07-01	ice	207	117293
2019-07-01	fighting	183	56247
2019-07-01	poison	198	74763
2019-07-01	ground	204	83508
2019-07-01	flying	169	53355
2019-07-01	psychic	186	74626
2019-07-01	bug	166	71912
2019-07-01	rock	161	67400
2019-07-01	ghost	196	84871
2019-07-01	dragon	161	83798
2019-07-01	dark	182	72664
2019-07-01	steel	177	69365
2019-07-01	fairy	187	73424
2019-08-01	normal	182	69555
2019-08-01	fire	215	96995
2019-08-01	water	190	55285
2019-08-01	electric	177	46147
2019-08-01	grass	187	67698
2019-08-01	ice	163	59724
2019-08-01	fighting	168	54981
2019-08-01	poison	167	51607
2019-08-01	ground	155	64153
2019-08-01	flying	164	51201
2019-08-01	psychic	183	89817
2019-08-01	bug	199	69138
2019-08-01	rock	184	61803
2019-08-01	ghost	185	92056
2019-08-01	dragon	157	83766
2019-08-01	dark	169	68909
2019-08-01	steel	159	51505
2019-08-01	fairy	163	45733
2019-09-01	normal	190	60849
2019-09-01	fire	172	71156
2019-09-01	water	171	50698
2019-09-01	electric	157	47905
2019-09-01	grass	214	94716
2019-09-01	ice	145	60812
2019-09-01	fighting	139	47009
2019-09-01	poison	148	48367
2019-09-01	ground	138	51088
2019-09-01	flying	187	52460
2019-09-01	psychic	179	83588
2019-09-01	bug	212	65701
2019-09-01	rock	163	66106
2019-09-01	ghost	161	53707
2019-09-01	dragon	157	76429
2019-09-01	dark	160	68982
2019-09-01	steel	145	53167
2019-09-01	fairy	196	90371
2019-10-01	normal	178	64858
2019-10-01	fire	182	69656
2019-10-01	water	185	81940
2019-10-01	electric	172	108371
2019-10-01	grass	179	73860
2019-10-01	ice	152	71512
2019-10-01	fighting	152	52156
2019-10-01	poison	186	87047
2019-10-01	ground	149	47207
2019-10-01	flying	177	93334
2019-10-01	psychic	183	47527
2019-10-01	bug	172	61419
2019-10-01	rock	144	53438
2019-10-01	ghost	144	54993
2019-10-01	dragon	148	55581
2019-10-01	dark	172	56577
2019-10-01	steel	156	54754
2019-10-01	fairy	174	56470
2019-11-01	normal	181	78025
2019-11-01	fire	169	80875
2019-11-01	water	177	68222
2019-11-01	electric	178	66271
2019-11-01	grass	183	92695
2019-11-01	ice	144	65993
2019-11-01	fighting	138	60636
2019-11-01	poison	167	58964
2019-11-01	ground	169	56944
2019-11-01	flying	207	112773
2019-11-01	psychic	159	61943
2019-11-01	bug	195	95980
2019-11-01	rock	148	57527
2019-11-01	ghost	150	57511
2019-11-01	dragon	171	110858
2019-11-01	dark	169	59128
2019-11-01	steel	138	59991
2019-11-01	fairy	172	58492
2019-12-01	normal	167	53847
2019-12-01	fire	203	96824
2019-12-01	water	182	97426
2019-12-01	electric	142	42901
2019-12-01	grass	199	72352
2019-12-01	ice	147	55992
2019-12-01	fighting	134	48220
2019-12-01	poison	176	59469
2019-12-01	ground	159	79668
2019-12-01	flying	188	62354
2019-12-01	psychic	182	105196
2019-12-01	bug	180	53441
2019-12-01	rock	170	60962
2019-12-01	ghost	150	37247
2019-12-01	dragon	137	60148
2019-12-01	dark	176	77290
2019-12-01	steel	135	44873
2019-12-01	fairy	164	48727
2020-01-01	normal	230	104765
2020-01-01	fire	202	83348
2020-01-01	water	184	53324
2020-01-01	electric	178	45837
2020-01-01	grass	189	71251
2020-01-01	ice	146	61588
2020-01-01	fighting	123	43707
2020-01-01	poison	172	57761
2020-01-01	ground	156	52290
2020-01-01	flying	184	50346
2020-01-01	psychic	166	51884
2020-01-01	bug	175	72160
2020-01-01	rock	170	63535
2020-01-01	ghost	175	63627
2020-01-01	dragon	159	111584
2020-01-01	dark	152	55733
2020-01-01	steel	149	68794
2020-01-01	fairy	148	48821
2020-02-01	normal	223	70346
2020-02-01	fire	173	61511
2020-02-01	water	201	75925
2020-02-01	electric	174	71951
2020-02-01	grass	180	40791
2020-02-01	ice	162	63624
2020-02-01	fighting	160	77452
2020-02-01	poison	175	76142
2020-02-01	ground	146	55543
2020-02-01	flying	236	105505
2020-02-01	psychic	190	88330
2020-02-01	bug	198	56443
2020-02-01	rock	156	62335
2020-02-01	ghost	199	100439
2020-02-01	dragon	138	68445
2020-02-01	dark	188	76869
2020-02-01	steel	139	49661
2020-02-01	fairy	166	60135
2020-03-01	normal	214	116256
2020-03-01	fire	205	87090
2020-03-01	water	225	101756
2020-03-01	electric	175	79862
2020-03-01	grass	237	105714
2020-03-01	ice	163	62540
2020-03-01	fighting	153	44534
2020-03-01	poison	201	103186
2020-03-01	ground	184	78107
2020-03-01	flying	212	115312
2020-03-01	psychic	195	81716
2020-03-01	bug	198	73423
2020-03-01	rock	199	158395
2020-03-01	ghost	175	75172
2020-03-01	dragon	209	91807
2020-03-01	dark	156	54108
2020-03-01	steel	178	119450
2020-03-01	fairy	168	72402
2020-04-01	normal	201	93686
2020-04-01	fire	222	109638
2020-04-01	water	212	147213
2020-04-01	electric	202	84369
2020-04-01	grass	197	113258
2020-04-01	ice	208	128118
2020-04-01	fighting	177	70812
2020-04-01	poison	204	89852
2020-04-01	ground	180	91828
2020-04-01	flying	213	94908
2020-04-01	psychic	198	92650
2020-04-01	bug	212	140641
2020-04-01	rock	177	107128
2020-04-01	ghost	190	117519
2020-04-01	dragon	165	105733
2020-04-01	dark	201	139624
2020-04-01	steel	170	127885
2020-04-01	fairy	171	103490
2020-05-01	normal	237	133511
2020-05-01	fire	187	97684
2020-05-01	water	235	147180
2020-05-01	electric	199	72893
2020-05-01	grass	219	111006
2020-05-01	ice	191	164580
2020-05-01	fighting	179	87837
2020-05-01	poison	166	67999
2020-05-01	ground	191	59207
2020-05-01	flying	190	104481
2020-05-01	psychic	218	108909
2020-05-01	bug	193	87572
2020-05-01	rock	153	71672
2020-05-01	ghost	206	103616
2020-05-01	dragon	174	110400
2020-05-01	dark	217	97787
2020-05-01	steel	180	87511
2020-05-01	fairy	211	99543
2020-06-01	normal	199	110475
2020-06-01	fire	212	114120
2020-06-01	water	209	95007
2020-06-01	electric	195	70869
2020-06-01	grass	205	86413
2020-06-01	ice	204	196513
2020-06-01	fighting	168	63765
2020-06-01	poison	179	75346
2020-06-01	ground	193	108882
2020-06-01	flying	179	81454
2020-06-01	psychic	215	129147
2020-06-01	bug	233	114122
2020-06-01	rock	205	193530
2020-06-01	ghost	175	82193
2020-06-01	dragon	188	101133
2020-06-01	dark	220	113495
2020-06-01	steel	186	103192
2020-06-01	fairy	192	80040
2020-07-01	normal	178	61954
2020-07-01	fire	195	118770
2020-07-01	water	192	106452
2020-07-01	electric	182	77290
2020-07-01	grass	186	71250
2020-07-01	ice	179	90269
2020-07-01	fighting	148	61525
2020-07-01	poison	182	92736
2020-07-01	ground	169	71678
2020-07-01	flying	197	78706
2020-07-01	psychic	197	71580
2020-07-01	bug	185	85984
2020-07-01	rock	177	154923
2020-07-01	ghost	161	73546
2020-07-01	dragon	185	100490
2020-07-01	dark	184	74106
2020-07-01	steel	207	154015
2020-07-01	fairy	194	65075
2020-08-01	normal	199	132759
2020-08-01	fire	174	110369
2020-08-01	water	185	82410
2020-08-01	electric	207	103013
2020-08-01	grass	195	115882
2020-08-01	ice	155	84699
2020-08-01	fighting	150	99532
2020-08-01	poison	182	82228
2020-08-01	ground	178	78873
2020-08-01	flying	179	91571
2020-08-01	psychic	198	102127
2020-08-01	bug	185	85143
2020-08-01	rock	177	86049
2020-08-01	ghost	162	61961
2020-08-01	dragon	203	151868
2020-08-01	dark	194	105904
2020-08-01	steel	150	82824
2020-08-01	fairy	179	61244
2020-09-01	normal	235	221647
2020-09-01	fire	217	132434
2020-09-01	water	203	142338
2020-09-01	electric	189	90165
2020-09-01	grass	196	105897
2020-09-01	ice	193	88732
2020-09-01	fighting	169	61754
2020-09-01	poison	175	86420
2020-09-01	ground	160	87966
2020-09-01	flying	193	104101
2020-09-01	psychic	209	102682
2020-09-01	bug	205	114245
2020-09-01	rock	171	89648
2020-09-01	ghost	187	114762
2020-09-01	dragon	191	103732
2020-09-01	dark	193	89034
2020-09-01	steel	170	92211
2020-09-01	fairy	191	86354
2020-10-01	normal	188	109341
2020-10-01	fire	180	79929
2020-10-01	water	183	95733
2020-10-01	electric	185	87419
2020-10-01	grass	180	82999
2020-10-01	ice	177	94999
2020-10-01	fighting	158	77017
2020-10-01	poison	156	93617
2020-10-01	ground	135	66629
2020-10-01	flying	190	122989
2020-10-01	psychic	177	108201
2020-10-01	bug	183	106164
2020-10-01	rock	171	106326
2020-10-01	ghost	175	139130
2020-10-01	dragon	167	127524
2020-10-01	dark	194	151185
2020-10-01	steel	156	88074
2020-10-01	fairy	168	116441
2020-11-01	normal	179	94917
2020-11-01	fire	164	72328
2020-11-01	water	179	100417
2020-11-01	electric	183	111331
2020-11-01	grass	183	81108
2020-11-01	ice	146	86210
2020-11-01	fighting	160	73960
2020-11-01	poison	188	104758
2020-11-01	ground	142	60815
2020-11-01	flying	181	100613
2020-11-01	psychic	161	68862
2020-11-01	bug	183	76171
2020-11-01	rock	154	64092
2020-11-01	ghost	177	102411
2020-11-01	dragon	163	134610
2020-11-01	dark	191	116457
2020-11-01	steel	176	123245
2020-11-01	fairy	151	76658
2020-12-01	normal	193	101818
2020-12-01	fire	202	96900
2020-12-01	water	178	124487
2020-12-01	electric	191	98845
2020-12-01	grass	209	126869
2020-12-01	ice	201	111022
2020-12-01	fighting	163	74167
2020-12-01	poison	184	119195
2020-12-01	ground	175	155157
2020-12-01	flying	169	104670
2020-12-01	psychic	194	116293
2020-12-01	bug	211	163642
2020-12-01	rock	168	121589
2020-12-01	ghost	187	126256
2020-12-01	dragon	162	90527
2020-12-01	dark	190	74672
2020-12-01	steel	155	66926
2020-12-01	fairy	185	103685
2021-01-01	normal	210	145646
2021-01-01	fire	186	100586
2021-01-01	water	187	78837
2021-01-01	electric	172	67774
2021-01-01	grass	180	103085
2021-01-01	ice	179	119289
2021-01-01	fighting	188	83186
2021-01-01	poison	182	72452
2021-01-01	ground	166	94449
2021-01-01	flying	172	107651
2021-01-01	psychic	170	89847
2021-01-01	bug	188	82428
2021-01-01	rock	173	110518
2021-01-01	ghost	159	81276
2021-01-01	dragon	186	119895
2021-01-01	dark	178	101864
2021-01-01	steel	194	157801
2021-01-01	fairy	172	103841
2021-02-01	normal	211	119586
2021-02-01	fire	199	140564
2021-02-01	water	198	95438
2021-02-01	electric	189	83504
2021-02-01	grass	230	131481
2021-02-01	ice	162	73617
2021-02-01	fighting	185	84335
2021-02-01	poison	195	88987
2021-02-01	ground	176	90781
2021-02-01	flying	187	167879
2021-02-01	psychic	182	107463
2021-02-01	bug	206	105608
2021-02-01	rock	151	97392
2021-02-01	ghost	194	109501
2021-02-01	dragon	184	148852
2021-02-01	dark	178	104253
2021-02-01	steel	143	65774
2021-02-01	fairy	178	80552
2021-03-01	normal	179	166563
2021-03-01	fire	188	124160
2021-03-01	water	192	74424
2021-03-01	electric	199	113666
2021-03-01	grass	163	91365
2021-03-01	ice	172	103993
2021-03-01	fighting	177	76116
2021-03-01	poison	199	121937
2021-03-01	ground	215	126875
2021-03-01	flying	206	113102
2021-03-01	psychic	211	124848
2021-03-01	bug	180	96072
2021-03-01	rock	189	181164
2021-03-01	ghost	185	105944
2021-03-01	dragon	183	94741
2021-03-01	dark	182	77145
2021-03-01	steel	173	111517
2021-03-01	fairy	204	106100
2021-04-01	normal	191	124998
2021-04-01	fire	191	107445
2021-04-01	water	181	95226
2021-04-01	electric	171	101446
2021-04-01	grass	177	61788
2021-04-01	ice	191	92036
2021-04-01	fighting	150	52818
2021-04-01	poison	187	90072
2021-04-01	ground	159	68712
2021-04-01	flying	164	99203
2021-04-01	psychic	197	86446
2021-04-01	bug	203	110762
2021-04-01	rock	156	61434
2021-04-01	ghost	178	129115
2021-04-01	dragon	137	75473
2021-04-01	dark	143	65004
2021-04-01	steel	179	87491
2021-04-01	fairy	168	52414
2021-05-01	normal	181	138106
2021-05-01	fire	169	146832
2021-05-01	water	187	83265
2021-05-01	electric	158	69420
2021-05-01	grass	237	160135
2021-05-01	ice	139	80728
2021-05-01	fighting	180	86096
2021-05-01	poison	182	101871
2021-05-01	ground	156	74917
2021-05-01	flying	187	82808
2021-05-01	psychic	191	115846
2021-05-01	bug	198	140540
2021-05-01	rock	185	126688
2021-05-01	ghost	164	99473
2021-05-01	dragon	159	108779
2021-05-01	dark	179	114264
2021-05-01	steel	169	102668
2021-05-01	fairy	187	107768
2021-06-01	normal	169	87179
2021-06-01	fire	175	93651
2021-06-01	water	178	119007
2021-06-01	electric	166	92076
2021-06-01	grass	157	72359
2021-06-01	ice	159	110970
2021-06-01	fighting	162	113086
2021-06-01	poison	177	91449
2021-06-01	ground	174	111182
2021-06-01	flying	176	69126
2021-06-01	psychic	205	176786
2021-06-01	bug	176	108218
2021-06-01	rock	144	70012
2021-06-01	ghost	158	95257
2021-06-01	dragon	170	175160
2021-06-01	dark	170	96194
2021-06-01	steel	135	79394
2021-06-01	fairy	174	91739
2021-07-01	normal	175	165385
2021-07-01	fire	149	75388
2021-07-01	water	173	100391
2021-07-01	electric	149	54787
2021-07-01	grass	164	88598
2021-07-01	ice	148	80094
2021-07-01	fighting	114	69250
2021-07-01	poison	153	87487
2021-07-01	ground	154	94359
2021-07-01	flying	157	71950
2021-07-01	psychic	171	93803
2021-07-01	bug	174	112185
2021-07-01	rock	145	94149
2021-07-01	ghost	161	72553
2021-07-01	dragon	165	88037
2021-07-01	dark	156	72512
2021-07-01	steel	130	75254
2021-07-01	fairy	165	71076
2021-08-01	normal	174	108263
2021-08-01	fire	130	84617
2021-08-01	water	182	102764
2021-08-01	electric	148	86758
2021-08-01	grass	151	98851
2021-08-01	ice	143	95633
2021-08-01	fighting	163	81983
2021-08-01	poison	146	75886
2021-08-01	ground	142	57933
2021-08-01	flying	200	115104
2021-08-01	psychic	195	152709
2021-08-01	bug	163	82540
2021-08-01	rock	142	80590
2021-08-01	ghost	169	122329
2021-08-01	dragon	135	101979
2021-08-01	dark	137	71376
2021-08-01	steel	188	137685
2021-08-01	fairy	159	81499
2021-09-01	normal	172	100367
2021-09-01	fire	179	130157
2021-09-01	water	192	116909
2021-09-01	electric	161	102017
2021-09-01	grass	152	89060
2021-09-01	ice	154	79936
2021-09-01	fighting	152	82953
2021-09-01	poison	152	74197
2021-09-01	ground	147	75909
2021-09-01	flying	213	162400
2021-09-01	psychic	174	121897
2021-09-01	bug	152	70815
2021-09-01	rock	156	103449
2021-09-01	ghost	162	108933
2021-09-01	dragon	166	110876
2021-09-01	dark	175	95691
2021-09-01	steel	128	68359
2021-09-01	fairy	157	85741
2021-10-01	normal	174	117230
2021-10-01	fire	173	89451
2021-10-01	water	184	96123
2021-10-01	electric	174	64330
2021-10-01	grass	179	95390
2021-10-01	ice	159	115784
2021-10-01	fighting	132	56970
2021-10-01	poison	156	69627
2021-10-01	ground	152	77800
2021-10-01	flying	149	56030
2021-10-01	psychic	146	56909
2021-10-01	bug	147	70701
2021-10-01	rock	139	65274
2021-10-01	ghost	161	98998
2021-10-01	dragon	141	74851
2021-10-01	dark	183	84705
2021-10-01	steel	149	104527
2021-10-01	fairy	153	77249
2021-11-01	normal	151	92589
